444,a161-8393,*,37.5 mg,Orange,Round
445,a162-8394,*,75 mg,Orange,Round
446,a163-8715,*,0.375 mg,Clear,Elliptical / Oval
447,a166-7642,*,250 mg,Blue,*
448,a169-0-4-20733,*,0.4 mg,Green & Yellow,Capsule-shape
449,a171-17475,"multivitamin, prenatal",27-0.5 MG,White,Elliptical / Oval
450,a172-6665,*,10 mg-300 mg,Red,Elliptical / Oval
451,a175-100-20699,*,100 mg,Blue & White,Capsule-shape
452,a176-150-20700,*,150 mg,Purple / White,Capsule-shape
453,a177-15-20655,*,15 mg,Orange / Red,Capsule-shape
454,a178-30-20656,*,30 mg,Orange & White,Capsule-shape
455,a179-8437,*,10 mg,White,Round
456,a185-7643,*,300 mg,Purple,Capsule-shape
457,a186-8395,*,37.5 mg,Orange,Four-sided
458,a190-7266,*,50 mg / 25 mg,*,*
459,a195-18146,*,500 mg,White,Elliptical / Oval
460,a2-16417,*,6.25 mg,White,Round
461,a2-6715,*,2 mg,Yellow,Round
462,a2-24179,amphetamine,6.3 mg,Orange,Round
463,a2-18556,ethinyl estradiol/norethindrone,inert,Green,Round
464,a2-18560,ethinyl estradiol/norethindrone,inert,Green,Round
465,a2-14017,*,200 mg,Yellow,Capsule-shape
466,a2-24008,*,5 mg,Yellow,Round
467,a2-17904,*,inert,Green,Round
468,a2-24309,*,12.5 mg,White,Round
469,a2-25-21614,*,75 mg,White,Elliptical / Oval
470,a2-26-21615,*,100 mg,White,Elliptical / Oval
471,a2-38-9278,hydrochlorothiazide/quinapril,12.5 mg / 10 mg,Orange,Elliptical / Oval
472,a2-41-12548,*,5 mg,Brown,Elliptical / Oval
473,a2-53-10281,guaifenesin/phenylephrine,600 mg-30 mg,White,Elliptical / Oval
474,a204-17713,*,150 mg,Purple,Round
475,a211-7339,*,0.5 mg / 50 mg,Yellow,Elliptical / Oval
476,a213-8483,*,650 mg / 25 mg,Blue,Elliptical / Oval
477,a214-18147,*,750 mg,Yellow,Elliptical / Oval
478,a223-19583,*,300 mg,White,Elliptical / Oval
479,a226-9005,*,15 mg,Yellow,Elliptical / Oval
480,a227-9006,*,30 mg,Beige,Elliptical / Oval
481,a228-9007,*,45 mg,White,Elliptical / Oval
482,a234-8926,*,4 mg,White,Round
483,a245-8836,*,1200 mg,White,Elliptical / Oval
484,a246-8729,*,60 mg-1200 mg,*,Elliptical / Oval
485,a254-18973,*,15 mg,White,Round
486,a255-18974,*,30 mg,White,Round
487,a256-18975,*,45 mg,White,Round
488,a257-21564,*,0.1 mg,White,Round
489,a297-22627,*,30 mg,Gray,Capsule-shape
490,a2c-3331,digoxin,0.05 mg,Red,Elliptical / Oval
491,a3-19737,ethinyl estradiol/levonorgestrel,ethinyl estradiol 0.02 mg / levonorgestrel 0.1 mg,Orange,Round
492,a3-24180,amphetamine,9.4 mg,Orange,Round
493,a3-22650,ethinyl estradiol/folic acid/levonorgestrel,ethinyl estradiol 0.02 mg / levonorgestrel 0.1 mg,Orange,Round
494,a3-18558,ethinyl estradiol/norethindrone,ethinyl estradiol 0.035 mg / norethindrone 0.75 mg,Peach,Round
495,a3-24009,*,10 mg,White,Round
496,a3-18401,*,"ergocalciferol 1.25 mg (50,000 USP units vitamin D)",Green,Elliptical / Oval
497,a302-21565,*,0.2 mg,White,Round
498,a302-10110,*,10 mg,Yellow,Round
499,a31-23909,*,5 mg,Purple,Round
500,a32-23910,*,10 mg,Pink,Round
501,a325-23542,*,10 mg,Green,Capsule-shape
502,a33-14878,*,250 mg,White,Elliptical / Oval
503,a33-20569,*,25 mg,Yellow,Capsule-shape
504,a33-23911,*,15 mg,White,Round
505,a331-21732,*,325 mg / 2.5 mg,White,Elliptical / Oval
506,a332-21734,*,325 mg / 7.5 mg,White,Elliptical / Oval
507,a333-21735,*,325 mg / 10 mg,White,Capsule-shape
508,a34-14879,*,500 mg,White,Elliptical / Oval
509,a349-21733,*,325 mg / 5 mg,White,Round
510,a356-20170,*,200 mg,Blue,Capsule-shape
511,a4-24181,amphetamine,12.5 mg,Orange,Round
512,a4-18557,ethinyl estradiol/norethindrone,ethinyl estradiol 0.035 mg / norethindrone 0.5 mg,White,Round
513,a4-22967,*,2.5 mg,White,Round
514,a4-ll-6511,triamcinolone,4 mg,White,Elliptical / Oval
515,a401-23971,dexbrompheniramine/pseudoephedrine,dexbrompheniramine maleate 2 mg / pseudoephedrine hydrochloride 60 mg,White,Elliptical / Oval
516,a49-22968,*,5 mg,White,Round
517,a5-20331,ponatinib,15 mg,White,Round
518,a5-24182,amphetamine,15.7 mg,Orange,Round
519,a5-20343,*,95 mg,Red,Round
520,a5-23686,*,5 mg,White,Round
521,a5-18910,ethinyl estradiol/levonorgestrel,ethinyl estradiol 0.03 mg / levonorgestrel 0.15 mg,Orange,Round
522,a5-21216,*,5 mg,White,Round
523,a5-c-21683,*,25 mg,Peach,Round
524,a50-20364,*,50 mg,White,Elliptical / Oval
525,a50-22969,*,10 mg,White,Round
526,a50-g-6578,*,50 mg,White,Round
527,a500-17313,*,500 mg,White,Round
528,a500-17314,*,500 mg,White,Capsule-shape
529,a500-a500-1721,acetaminophen/propoxyphene,500 mg / 100 mg,Orange,Elliptical / Oval
530,a51-22970,*,20 mg,White,Round
531,a514-16974,*,500 mg,Yellow,Elliptical / Oval
532,a533-1-mg-23234,*,1 mg,White,Round
533,a534-2-mg-23235,*,2 mg,White,Capsule-shape
534,a536-3-mg-23236,*,3 mg,Blue,Round
535,a538-4-mg-23237,*,4 mg,Blue,Capsule-shape
536,a54-l-l-1878,*,2 MG,Green,Rectangle
537,a59-14510,*,40 mg,Pink,Elliptical / Oval
538,a6-24183,amphetamine,18.8 mg,Orange,Round
539,a6-18911,ethinyl estradiol/levonorgestrel,inert,Pink,Round
540,a615-4840,pergolide,0.05 MG,Yellow,Rectangle
541,a625-760,pergolide,0.25 mg,Green,Rectangle
542,a652-15177,docusate/senna,docusate sodium 50 mg / sennosides 8.6 mg,Orange,Round
543,a694-13349,psyllium,500 mg,Orange,*
544,a7-15950,*,1 mg,White,Round
545,a7-17903,*,ethinyl estradiol 0.035 mg / norgestimate 0.25 mg,Blue,Round
546,a733-10-mg-20371,lomitapide,10 mg,Orange & White,Capsule-shape
547,a733-20-mg-20372,lomitapide,20 mg,White,Capsule-shape
548,a733-5-mg-20370,lomitapide,5 mg,Orange,Capsule-shape
549,a75-6777,*,325 mg / 5 mg,White,Round
550,a77-w-17255,chloroquine,500 mg,White,Round
551,a8-24141,*,1 mcg,Gray,Elliptical / Oval
552,a8-17902,*,ethinyl estradiol 0.035 mg / norgestimate 0.215 mg,Blue,Round
553,a83-24142,*,2 mcg,Brown,Elliptical / Oval
554,a84-24143,*,4 mcg,Yellow,Elliptical / Oval
555,a9-17901,*,ethinyl estradiol 0.035 mg / norgestimate 0.18 mg,White,Round
556,a92-19712,*,100 mg,Red,Elliptical / Oval
557,a92-21678,*,500 mg,Red,Round
558,a99-20614,*,50 mg,Blue,Elliptical / Oval
559,aa-820-20642,*,250 mg,Brown / Beige,Capsule-shape
560,aa-825-19446,*,500 mg,Brown,Capsule-shape
561,aa1-23631,*,10 mg,Red,Capsule-shape
562,aa250-17430,abiraterone,250 mg,White,Elliptical / Oval
563,aaa-1031-20572,*,500 mg / 25 mg,Blue,Elliptical / Oval
564,aaa-1094-20573,*,500 mg / 12.5 mg,Yellow,Elliptical / Oval
565,aaa-1098-20574,*,500 mg,White,Elliptical / Oval
566,aaa-1114-20575,*,325 mg / 5 mg,Green,Elliptical / Oval
567,aaa-1115-20588,*,325 mg / 12.5 mg / 5 mg,White,Elliptical / Oval
568,aaa-1116-20576,*,325 mg / 25 mg / 5 mg,Blue,Elliptical / Oval
569,aaa-1117-20577,*,325 mg / 2 mg / 5 mg,White,Elliptical / Oval
570,aaa-1119-21581,*,325 mg / 200 mg / 5 mg,White,Elliptical / Oval
571,aaa-1134-20578,*,325 mg / 10 mg / 100 mg / 5 mg,Orange,Elliptical / Oval
572,aaa-1136-20579,*,325 mg / 10 mg / 200 mg / 5 mg,Yellow,Elliptical / Oval
573,aaa-1138-20580,*,acetaminophen 325 mg / dextromethorphan hydrobromide 10 mg / phenylephrine hydrochloride 5 mg,White,Elliptical / Oval
574,aaa-1139-20581,*,acetaminophen 325 mg / chlorpheniramine maleate 2 mg / dextromethorphan HBr 10 mg / phenylephrine HCl 5 mg,Blue,Elliptical / Oval
575,aaa-115-20585,*,325 mg / 12.5 mg / 5 mg,Green,Elliptical / Oval
576,aat-051-18318,*,5 mg / 10 mg,White,Elliptical / Oval
577,aat-051-mylan-18310,*,5 mg / 10 mg,White,Elliptical / Oval
578,aat-052-18319,*,5 mg / 20 mg,White,Elliptical / Oval
579,aat-052-mylan-18311,*,5 mg / 20 mg,White,Elliptical / Oval
580,aat-054-18320,*,5 mg / 40 mg,White,Elliptical / Oval
581,aat-054-mylan-18312,*,5 mg / 40 mg,White,Elliptical / Oval
582,aat-058-18321,*,5 mg / 80 mg,White,Elliptical / Oval
583,aat-058-mylan-18313,*,5 mg / 80 mg,White,Elliptical / Oval
584,aat-101-18322,*,10 mg / 10 mg,Blue,Elliptical / Oval
585,aat-101-mylan-18314,*,10 mg / 10 mg,Blue,Elliptical / Oval
586,aat-102-18323,*,10 mg / 20 mg,Blue,Elliptical / Oval
587,aat-102-mylan-18315,*,10 mg / 20 mg,Blue,Elliptical / Oval
588,aat-104-18324,*,10 mg / 40 mg,Blue,Elliptical / Oval
589,aat-104-mylan-18316,*,10 mg / 40 mg,Blue,Elliptical / Oval
590,aat-108-18325,*,10 mg / 80 mg,Blue,Elliptical / Oval
591,aat-108-mylan-18317,*,10 mg / 80 mg,Blue,Elliptical / Oval
592,ab-8826,pamabrom,50 mg,Blue,Round
593,abana-500-4374,*,acetaminophen 500 mg / hydrocodone bitartrate 5 mg,White,Capsule-shape
594,abg-10-10898,*,10 mg,White,Round
595,abg-100-15734,*,100 mg,Gray,Round
596,abg-15-15731,*,15 mg,Blue,Round
597,abg-20-10899,*,20 mg,Pink,Round
598,abg-200-11482,*,200 mg,Green,Rectangle
599,abg-30-15732,*,30 mg,Purple,Round
600,abg-40-10900,*,40 mg,Orange,Round
601,abg-60-15733,*,60 mg,Orange,Round
602,abg-80-10901,*,80 mg,Green,Round
603,abrika-108-abrika-108-13022,*,2.5 mg,Brown,Capsule-shape
604,abrika-109-abrika-109-13023,*,5 mg,Yellow,Capsule-shape
605,abrs-123-11495,*,20 mEq (1500 mg),White,Elliptical / Oval
606,ac-1000-62-5-2323,amoxicillin/clavulanate,1000 mg / 62.5 mg,White,Elliptical / Oval
607,accolate-10-20527,*,10 mg,White,Round
608,accolate-10-17034,zafirlukast,10 mg,White,Round
609,accolate-10-zeneca-8085,zafirlukast,10 mg,White,Round
610,accolate-20-20528,*,20 mg,White,Round
611,accolate-20-17035,zafirlukast,20 mg,White,Round
612,accolate-20-zeneca-1231,zafirlukast,20 mg,White,Round
613,accuhist-010-1717,atropine/chlorpheniramine/hyoscyamine/phenylephrine/scopolamine,-,White,Elliptical / Oval
614,accutane-10-roche-6457,isotretinoin,10 mg,Pink,Elliptical / Oval
615,accutane-20-roche-6459,isotretinoin,20 mg,Maroon,Elliptical / Oval
616,accutane-40-roche-6458,isotretinoin,40 mg,Yellow,Elliptical / Oval
617,aceon-2-slv-slv-23374,perindopril,2 mg,White,Capsule-shape
618,aceon-4-slv-slv-23375,perindopril,4 mg,Pink,Capsule-shape
619,aceon-8-slv-slv-23376,perindopril,8 mg,Pink,Capsule-shape
620,aciphex-20-4660,rabeprazole,20 MG,Yellow,Round
621,acn-2-21920,perindopril,2 mg,White,Capsule-shape
622,acn-2-slv-slv-10259,perindopril,2 mg,White,Elliptical / Oval
623,acn-4-21921,perindopril,4 mg,Pink,Capsule-shape
624,acn-4-22744,*,4 mg,Pink,Capsule-shape
625,acn-4-slv-slv-10260,perindopril,4 mg,Pink,Elliptical / Oval
626,acn-8-21922,perindopril,8 mg,Peach,Capsule-shape
627,acn-8-22745,*,8 mg,Pink,Capsule-shape
628,acn-8-slv-slv-10261,perindopril,8 mg,Orange,Elliptical / Oval
629,actifed-m2a-2977,pseudoephedrine/triprolidine,60 mg / 2.5 mg,White,Round
630,actifed-plus-3854,*,500 mg / 30 mg / 1.25 mg,Green,Round
631,actifed-plus-5816,*,500 mg / 30 mg / 1.25 mg,Green,Elliptical / Oval
632,actigall-300-mg-316,ursodiol,300 mg,Pink & White,Capsule-shape
633,actos-15-1463,pioglitazone,15 mg,White,Round
634,actos-15-21183,*,15 mg,White,Round
635,actos-30-21184,*,30 mg,White,Round
636,actos-30-8404,pioglitazone,30 mg,White,Round
637,actos-45-1465,pioglitazone,45 mg,White,Round
638,actos-45-21185,*,45 mg,White,Round
639,acx-10mg-20794,rabeprazole,10 mg,Yellow & White,Capsule-shape
640,acx-5mg-20793,rabeprazole,5 mg,Blue & White,Capsule-shape
641,acy-800-356,*,800 mg,White,Elliptical / Oval
642,acy200-6894,*,200 mg,White,Capsule-shape
643,ad-2869,ethotoin,250 MG,White,Round
644,ad-1-0-1131,amphetamine/dextroamphetamine,10 mg,Blue,Round
645,ad-2-0-20513,amphetamine/dextroamphetamine,20 mg,Orange,Round
646,ad-20-1132,amphetamine/dextroamphetamine,20 mg,Orange,Round
647,ad-30-1123,amphetamine/dextroamphetamine,30 mg,Orange,Round
648,ad-5-1120,amphetamine/dextroamphetamine,5 mg,White,Round
649,ad-7-5-1121,amphetamine/dextroamphetamine,7.5 mg,Blue,Elliptical / Oval
650,adalat-10-2273,nifedipine,10 mg,Orange,Capsule-shape
651,adalat-20-2274,nifedipine,20 mg,Orange,Capsule-shape
652,adalat-cc-30-932,nifedipine,30 mg,Pink,Round
653,adalat-cc-30-23024,*,30 mg,Pink,Round
654,adalat-cc-60-933,nifedipine,60 mg,Pink,Round
655,adalat-cc-60-23025,*,60 mg,Pink,Round
656,adalat-cc-90-934,nifedipine,90 mg,Red,Round
657,adalat-cc-90-23026,*,90 mg,Red,Round
658,adams-002-6388,dextromethorphan/guaifenesin,60 mg / 1200 mg,Blue,Elliptical / Oval
659,adams-012-4604,dextromethorphan/guaifenesin/potassium guaiacolsulfonate,30 mg / 600 mg,Green,Elliptical / Oval
660,adams-017-902,guaifenesin/phenylephrine,600 mg / 60 mg,Blue,Capsule-shape
661,adams-043-1695,*,60 mg / 1200 mg / 120 mg,Yellow,Elliptical / Oval
662,adams-047-1497,*,1200 mg / 60 mg,Green,Elliptical / Oval
663,adams-1200-10081,guaifenesin,1200 mg,Blue & White,Elliptical / Oval
664,adams-600-22864,dextromethorphan/guaifenesin,dextromethorphan hydrobromide 30 mg / guaifenesin 600 mg,Yellow / White,Elliptical / Oval
665,adams-600-18428,guaifenesin/pseudoephedrine,guaifenesin 600 mg / pseudoephedrine hydrochloride 60 mg,Peach & White,Elliptical / Oval
666,adderall-xr-10-mg-1643,amphetamine/dextroamphetamine,10 mg,Blue,Capsule-shape
667,adderall-xr-15-mg-12095,amphetamine/dextroamphetamine,15 mg,Blue & White,Capsule-shape
668,adderall-xr-20-mg-12096,amphetamine/dextroamphetamine,20 mg,Orange,Capsule-shape
669,adderall-xr-25-mg-1646,amphetamine/dextroamphetamine,25 mg,Orange & White,Capsule-shape
670,adderall-xr-30-mg-12097,amphetamine/dextroamphetamine,30 mg,Orange,Capsule-shape
671,adderall-xr-5-mg-12094,amphetamine/dextroamphetamine,5 mg,Blue,Capsule-shape
672,adeks-4831,multivitamin with minerals,,White,Elliptical / Oval
673,adg-10-400-9790,acetaminophen/oxycodone,400 mg / 10 mg,White,Elliptical / Oval
674,adg-10-500-9799,acetaminophen/oxycodone,500 mg / 10 mg,White,Elliptical / Oval
675,adg-2-5-400-9787,acetaminophen/oxycodone,400 mg / 2.5 mg,White,Elliptical / Oval
676,adg-375-18237,chlorzoxazone,375 mg,White,Elliptical / Oval
677,adg-5-400-9788,acetaminophen/oxycodone,400 mg / 5 mg,White,Elliptical / Oval
678,adg-7-5-400-9789,acetaminophen/oxycodone,400 mg / 7.5 mg,White,Elliptical / Oval
679,adg-750-18236,chlorzoxazone,750 mg,White,Elliptical / Oval
680,adipex-p-9-9-759,phentermine,37.5 mg,Blue & White Specks,Elliptical / Oval
681,adipex-p-37-5-7553,phentermine,37.5 mg,Blue & White,Capsule-shape
682,adl2698-adl2698-12696,alvimopan,12 mg,Blue,Capsule-shape
683,adoxa-150-mg-10426,doxycycline,150 mg,Orange,Capsule-shape
684,adp-bes-10-20530,*,10 mg,White,Round
685,adp-bes-2-5-20533,*,2.5 mg,White,Three-sided
686,adp-bes-5-20529,*,5 mg,White,Elliptical / Oval
687,advil-4110,ibuprofen,200 mg,Brown,Elliptical / Oval
688,advil-21329,ibuprofen,200 mg (provided as ibuprofen sodium 256 mg),Beige,Round
689,advil-21330,ibuprofen,200 mg (provided as ibuprofen sodium 256 mg),Beige,Elliptical / Oval
690,advil-17905,ibuprofen,200 mg,Green,Capsule-shape
691,advil-17909,ibuprofen,200 mg,Brown,Elliptical / Oval
692,advil-17914,ibuprofen,200 mg,Brown,Round
693,advil-17915,ibuprofen,200 mg,Brown & Yellow,Capsule-shape
694,advil-100-17912,ibuprofen,100 mg,Purple,Round
695,advil-100-17913,ibuprofen,100 mg,Brown,Round
696,advil-a-cr-19934,chlorpheniramine/ibuprofen/phenylephrine,chlorpheniramine maleate 4 mg / ibuprofen 200 mg / phenylephrine hydrochloride 10 mg,Gray,Elliptical / Oval
697,advil-a-s-17906,chlorpheniramine/ibuprofen/pseudoephedrine,chlorpheniramine maleate 2 mg / ibuprofen 200 mg / pseudoephedrine 30 mg,Orange,Elliptical / Oval
698,advil-c-s-17907,ibuprofen/pseudoephedrine,ibuprofen 200 mg / pseudoephedrine 30 mg,Orange,Elliptical / Oval
699,advil-cold-sinus-4111,ibuprofen/pseudoephedrine,200 mg / 30 mg,Brown,Elliptical / Oval
700,advil-pm-17910,diphenhydramine/ibuprofen,diphenhydramine citrate 38 mg / ibuprofen 200 mg,Blue,Capsule-shape
701,advil-pm-17911,diphenhydramine/ibuprofen,diphenhydramine hydrochloride 25 mg / ibuprofen 200 mg,Blue,Elliptical / Oval
702,adx-1-a-10237,anastrozole,1 mg,White,Round
703,aero-9410,chlorpheniramine/methscopolamine,8 mg / 2.5 mg,Blue,Elliptical / Oval
704,afe-4416,*,acetaminophen 500 mg / caffeine 65 mg,Red,Elliptical / Oval
705,ag-7-5-21193,l-methylfolate,7.5 mg,White,Capsule-shape
706,ag-m-14937,*,5 mg,White,Round
707,ahi-15951,*,1 mg,White,Round
708,ahi-500-15335,*,500 mg,Purple,Capsule-shape
709,ahi-m21-21012,*,125 mg,Peach,Round
710,ahi-m22-21001,*,250 mg,Peach,Round
711,ahi-m23-21000,*,500 mg,Peach,Round
712,ahi-1-15683,*,1 mg,Pink,Elliptical / Oval
713,ahi-2-15684,*,2 mg,Green,Elliptical / Oval
714,ahi-4-15685,*,4 mg,Blue,Elliptical / Oval
715,ahist-025-20877,chlorcyclizine,25 mg,Green,Elliptical / Oval
716,ahr-62-51-2339,acetaminophen/codeine,300 mg / 30 mg,White,Elliptical / Oval
717,ahr-1535-2331,polycarbophil,500 MG,Yellow,Round
718,ahr-1843-8101,brompheniramine,12 mg,Beige,Round
719,ahr-4650-2334,pancreatin,12500 U / 1000 U / 12500 U,Green,Round
720,ahr-5049-2335,*,bile salts/pancreatin/pepsin,White,Round
721,ahr-5050-2336,*,bile salts/pancreatin/pepsin,White,Round
722,ahr-5449-2337,benzthiazide,50 MG,Yellow,Round
723,ahr-6242-ahr-6242-2338,acetaminophen/codeine,325 mg / 15 mg,Yellow / Black,Capsule-shape
724,ahr-6257-ahr-6257-2340,acetaminophen/codeine,325 mg / 30 mg,Green / Black,Capsule-shape
725,ahr-6274-ahr-6274-2341,acetaminophen/codeine,325 mg / 60 mg,Green / White,Capsule-shape
726,ahr-6447-2342,fenfluramine,20 mg,Orange,Round
727,ahr-7824-2349,glycopyrrolate,1 MG,White,Round
728,ahr-donnatal-extentab-7830,atropine/hyoscyamine/phenobarbital/scopolamine,0.0582 mg / 0.3111 mg / 48.6 mg / 0.0195 mg,Green,Round
729,ak-20123,*,100 mg,Pink,Round
730,ak-486-17580,ethinyl estradiol/norgestrel,inert,Pink,Round
731,ak-78-17579,ethinyl estradiol/norgestrel,ethinyl estradiol 0.03 mg / norgestrel 0.3 mg,White,Round
732,ak-120-15998,*,120 mg,Blue & White,Capsule-shape
733,ak-160-15999,*,160 mg,Blue,Capsule-shape
734,ak-60-15996,*,60 mg,White,Capsule-shape
735,ak-80-15997,*,80 mg,Blue & White,Capsule-shape
736,ak2-20124,*,200 mg,Beige,Elliptical / Oval
737,al-0-25-g-7275,*,0.25 mg,Yellow,Elliptical / Oval
738,al-0-5-g-7276,*,0.5 mg,Yellow,Elliptical / Oval
739,al-1-0-g-7277,*,1 mg,White,Elliptical / Oval
740,al-3-16332,*,300 mg,White,Round
741,al1-25-15754,ramipril,1.25 mg,White,Elliptical / Oval
742,al10-15757,ramipril,10 mg,Blue,Elliptical / Oval
743,al2-5-15755,ramipril,2.5 mg,Orange,Elliptical / Oval
744,al21-22320,acyclovir,50 mg,White,Round
745,al5-15756,ramipril,5 mg,Red,Elliptical / Oval
746,ala-hist-527-01-10954,brompheniramine/diphenhydramine,6 mg / 25 mg,Yellow,Elliptical / Oval
747,ala-hist-d-513-01-10955,brompheniramine/diphenhydramine/phenylephrine,6 mg / 25 mg / 20 mg,Green,Elliptical / Oval
748,alaven-0055-18098,oxymetholone,50 mg,White,Round
749,alavert-d12-9433,loratadine/pseudoephedrine,5 mg / 120 mg,White,Round
750,aldactazide-25-searle-1011-10161,hydrochlorothiazide/spironolactone,25 mg / 25 mg,Tan,Round
751,aldactazide-50-searle-1021-10162,hydrochlorothiazide/spironolactone,50 mg / 50 mg,Tan,Elliptical / Oval
752,aldactone-100-searle-1031-437,spironolactone,100 mg,Peach,Round
753,aldactone-25-searle-1001-10163,spironolactone,25 mg,Yellow,Round
754,aldactone-50-searle-1041-438,spironolactone,50 mg,Orange,Elliptical / Oval
755,aldomet-msd-401-1971,methyldopa,250 MG,Yellow,Round
756,aldoril-msd-456-1978,hydrochlorothiazide/methyldopa,25 mg / 250 mg,White,Round
757,aldoril-msd-935-2019,hydrochlorothiazide/methyldopa,50 mg / 500 mg,White,Elliptical / Oval
758,ale-150-mg-24029,alectinib,150 mg,White,Capsule-shape
759,aleve-19763,naproxen,naproxen sodium 220 mg,Blue,Capsule-shape
760,aleve-19764,naproxen,naproxen sodium 220 mg,Blue,Elliptical / Oval
761,aleve-17355,naproxen,220 mg,White / Yellow,Elliptical / Oval
762,aleve-17356,naproxen,220 mg,Blue,Round
763,aleve-cs-21122,naproxen/pseudoephedrine,120-220 mg,White,Capsule-shape
764,aleve-pm-22319,diphenhydramine/naproxen,diphenhydramine hydrochloride 25 mg / naproxen sodium 220 mg,Blue,Capsule-shape
765,alg-216-21361,*,5 mg,White,Elliptical / Oval
766,alg-217-21362,*,10 mg,Yellow,Elliptical / Oval
767,alg-218-24326,*,50 mg,White,Capsule-shape
768,alg-219-19211,*,325 mg / 37.5 mg,Yellow,Elliptical / Oval
769,alg-263-18479,*,5 mg,White,Round
770,alg-264-18480,*,15 mg,Green,Round
771,alg-265-18481,*,30 mg,Blue,Round
772,ali-flex-19976,acetaminophen/phenyltoloxamine,acetaminophen 500 mg / phenyltoloxamine citrate 50 mg,White,Elliptical / Oval
773,align-24169,bifidobacterium infantis,,White,Capsule-shape
774,alinia-500-8969,nitazoxanide,500 mg,Yellow,Round
775,alkeran-a2a-23382,melphalan,2 mg,White,Round
776,allegra-60-mg-1061,fexofenadine,60 mg,Pink & White,Capsule-shape
777,allegra-d-8304,fexofenadine/pseudoephedrine,60 mg / 120 mg,Tan & White,Elliptical / Oval
778,allergy-12-19913,*,12 mg,Orange,Round
779,allfen-c-9757,carbetapentane/guaifenesin,5 mg / 1000 mg,White,*
780,allfen-cd-12708,codeine/guaifenesin,10 mg / 400 mg,White,Elliptical / Oval
781,allfen-cdx-12707,codeine/guaifenesin,20 mg / 400 mg,White,Elliptical / Oval
782,allfen-cx-9759,carbetapentane/guaifenesin,60 mg / 1000 mg,White,*
783,allfen-dm-12697,dextromethorphan/guaifenesin,20 mg / 400 mg,White,Elliptical / Oval
784,alomet-msd-516-1982,methyldopa,500 MG,Yellow,Round
785,alp-10-832-10328,*,10 mg,White,Round
786,alp-0-25-apo-16617,*,0.25 mg,White,Elliptical / Oval
787,alp-0-5-apo-16618,*,0.5 mg,Peach,Elliptical / Oval
788,alp-1-apo-16619,*,1 mg,Blue,Elliptical / Oval
789,alp-2-1-2-832-10326,*,2.5 mg,White,Round
790,alp-5-832-10327,*,5 mg,White,Round
791,alra215-7746,ibuprofen,200 mg,Orange,Round
792,alraif600-7745,ibuprofen,600 mg,Orange,Elliptical / Oval
793,alraif800-7744,ibuprofen,800 mg,Orange,Elliptical / Oval
794,altace-10mg-mp-4691,ramipril,10 mg,Blue,Capsule-shape
795,altace-2-5mg-mp-4938,ramipril,2.5 mg,Orange,Capsule-shape
796,altace-5mg-mp-4680,ramipril,5 mg,Red,Capsule-shape
797,altace-1-25-mg-mp-6561,ramipril,1.25 mg,Yellow,Capsule-shape
798,altace-10-mg-hoechst-97,ramipril,10 mg,Blue,Capsule-shape
799,altace-2-5-mg-hoechst-12578,ramipril,2.5 mg,Orange,Capsule-shape
800,altace-5-mg-hoechst-96,ramipril,5 mg,Red,Capsule-shape
801,alv-196-24310,*,325 mg / 5 mg,Blue,Round
802,alv-317-23445,*,400 mg,White,Capsule-shape
803,alv-331-21834,*,15 mg (base),Brown,Round
804,alv-332-24155,*,25 mg,Orange,Round
805,alva-19777,meclizine,meclizine hydrochloride 25 mg,Yellow,Round
806,alva-17350,caffeine,caffeine (anhydrous) 200 mg,Green,Elliptical / Oval
807,alva-17351,caffeine,caffeine (anhydrous) 100 mg,Green,Round
808,alva-17352,pamabrom,pamabrom (solubilized) 50 mg,Blue,Elliptical / Oval
809,alva-17363,acetaminophen/pamabrom,acetaminophen 500 mg / pamabrom 25 mg,Orange,Elliptical / Oval
810,alva-17364,phosphorated carbohydrate solution,dextrose (glucose) 968 mg / levulose (fructose) 175 mg / sodium citrate dihydrate 230 mg,Pink,Round
811,alva-17365,diphenhydramine,diphenhydramine hydrochloride 25 mg,White,Round
812,alva-17367,caffeine,caffeine (anhydrous) 200 mg,Green,Elliptical / Oval
813,alva-17142,*,caffeine 50 mg / magnesium salicylate 162.5 mg,Blue,Round
814,alva-17143,pamabrom,pamabrom 50 mg,Clear,Capsule-shape
815,alva-1-9761,*,acetaminophen 250 mg / caffeine 32.5 mg / magnesium salicylate tetrahydrate 310 mg,White,Elliptical / Oval
816,alva-1-17353,pamabrom,pamabrom 50 mg,Blue,Elliptical / Oval
817,alva-1-17366,caffeine,caffeine (anhydrous) 200 mg,Red,Elliptical / Oval
818,alva-1-17368,phenazopyridine,phenazopyridine hydrochloride 99.5 mg,Red,Round
819,alva-2-20231,acetaminophen/aspirin/caffeine,acetaminophen 250 mg /  aspirin 250 mg / caffeine 65 mg,White,Capsule-shape
820,alva-2-20223,acetaminophen/aspirin/caffeine,acetaminophen 250 mg / aspirin 250 mg caffeine 65 mg,White,Capsule-shape
821,alza-10-1442,oxybutynin,10 mg,White,Round
822,alza-18-8536,methylphenidate,18 mg,Yellow,Elliptical / Oval
823,alza-18-21102,*,18 mg,Yellow,Capsule-shape
824,alza-27-8539,methylphenidate,27 mg,Gray,Elliptical / Oval
825,alza-27-21103,*,27 mg,Gray,Capsule-shape
826,alza-36-8537,methylphenidate,36 mg,White,Elliptical / Oval
827,alza-36-21104,*,36 mg,White,Capsule-shape
